"ZUPANIJA_MBR";"GROP_MBR";"GROP_NAZIV";"GROP_VRSTA";"NASELJE_MBR";"NASELJE_NAZIV";"ULICA_MBR";"ULICA_NAZIV"
"18";"2542";"MARČANA";"2";"45314";"ORBANIĆI";"453140004";"ORBANIĆI"
"18";"5312";"ŽMINJ";"2";"45322";"ORBANIĆI";"453220002";"D. ORBANIĆI"
"18";"5312";"ŽMINJ";"2";"45322";"ORBANIĆI";"453220001";"G. ORBANIĆI"
"14";"2054";"KOŠKA";"2";"45349";"ORDANJA";"453490001";"DALMATINSKA"
"14";"2054";"KOŠKA";"2";"45349";"ORDANJA";"453490002";"ULICA 30. SVIBNJA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570002";"A. G. MATOŠA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570004";"AUGUSTA ŠENOE"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570005";"AUGUSTINA T. UJEVIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570006";"BANA I. MAŽURANIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570007";"BANA J. JELAČIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570008";"BIZAROVA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570009";"BRAĆE RADIĆ"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570010";"BRUNA BUŠIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570011";"CVITKOVIĆEVA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570012";"DALMATINSKA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570013";"DR. ANTE STARČEVIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570014";"ĐIVOVIĆEVA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570015";"EUGENA KVATERNIKA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570016";"FISKOVIĆEVA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570017";"FRA AMBROZA TESTENA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570018";"GETA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570019";"GURIĆEVA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570020";"HRVATSKE MLADEŽI"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570021";"IVA DULČIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570022";"IVANA GUNDULIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570023";"IVANA LENDIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570024";"IVANA MEŠTROVIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570026";"JOZA OREBIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570027";"JOZA ŠUNJA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570030";"KARDINALA A. STEPINCA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570031";"KAŠTEL"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570032";"KERŠINA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570033";"KRALJA TOMISLAVA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570034";"KRALJA TVRTKA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570035";"KRALJA ZVONIMIRA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570036";"LJUBA BABIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570037";"LJUDEVITA GAJA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570039";"MARKA MARULIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570040";"MATICE HRVATSKE"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570038";"M. CELESTINA MEDOVIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570041";"NAZOROVA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570059";"OBALA DR. FRANJE TUĐMANA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570042";"OBALA POMORACA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570043";"PELJEŠKA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570058";"PERNA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570044";"PUT KARMENA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570045";"PUT RUSKOVIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570046";"ROKA BONFIOLA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570047";"S. S. KRANJČEVIĆA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570048";"SVETI KRIŽ"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570060";"ŠETALIŠTE ŠKVAR"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570049";"ŠET. KNEZA DOMAGOJA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570050";"ŠET.KR.P. KREŠIMIRA IV"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570052";"TRG MIMBELLI"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570053";"TRSTENIČKA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570054";"ULICA OD BLACA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570055";"ULICA OD STINA"
"19";"3085";"OREBIĆ";"2";"45357";"OREBIĆ";"453570057";"ZRINJSKO-FRANKOPANSKA"
"2";"1252";"GORNJA STUBICA";"2";"45365";"OREHOVA GORICA";"453650001";"OREHOVA GORICA"
"5";"2895";"NOVI MAROF";"1";"45373";"OREHOVEC";"453730001";"OREHOVEC"
"6";"4421";"SVETI PETAR OREHOVEC";"2";"45381";"OREHOVEC";"453810001";"OREHOVEC"
"2";"3646";"RADOBOJ";"2";"45390";"OREHOVEC RADOBOJSKI";"453900001";"OREHOVEC RADOBOJSKI"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110027";"CVJETNA ULICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110005";"ČAKOVEČKA ULICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110008";"DRAVSKA ULICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110022";"ĐURĐEVDANSKA ULICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110009";"FRANKOPANSKA ULICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110030";"ILICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110024";"MEĐIMURSKA ULICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110028";"OMLADINSKA ULICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110015";"POLJSKA ULICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110029";"SPORTSKA ULICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110020";"ŠKOLSKA ULICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110002";"ULICA ANTUNA GUSTAVA MATOŠA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110001";"ULICA AUGUSTA CESARCA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110003";"ULICA AUGUSTA ŠENOE"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110004";"ULICA BRAĆE RADIĆA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110023";"ULICA DR. FRANJE TUĐMANA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110007";"ULICA DR. LJUDEVITA GAJA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110018";"ULICA DR. VINKA ŽGANCA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110031";"ULICA GROFA FEŠTETIĆA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110026";"ULICA HRVATSKIH BRANITELJA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110010";"ULICA JOSIPA SLAVENSKOG"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110011";"ULICA KRALJA ZVONIMIRA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110012";"ULICA MATIJE GUPCA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110013";"ULICA NIKOLE TESLE"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110014";"ULICA PAVLEKA MIŠKINE"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110017";"ULICA VLADIMIRA NAZORA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110019";"ULICA ZRINSKIH"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110025";"VRTNA ULICA"
"20";"6050";"OREHOVICA";"2";"45411";"OREHOVICA";"454110021";"VUKOVARSKA ULICA"
"2";"116";"BEDEKOVČINA";"2";"45403";"OREHOVICA";"454030001";"OREHOVICA"
"10";"4243";"SUHOPOLJE";"2";"45420";"OREŠAC";"454200001";"OREŠAC"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380001";"CVJETNA ULICA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380002";"GAJEVA ULICA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380003";"GOSPODSKO"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380005";"KLEST"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380020";"LEDINE"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380021";"RAKITOVEC"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380009";"SAVSKA ULICA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380010";"SELČICA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380011";"SELSKA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380012";"SELSKI ODVOJAK"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380013";"STARA CESTA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380016";"TRG LIPA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380017";"TRNIČKA ULICA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380004";"ULICA MATIJE GUPCA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380015";"ULICA NIKOLE TESLE"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380006";"ULICA VLADIMIRA NAZORA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380019";"VRTNA ULICA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380023";"VRTNICA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380018";"ZAGORKINA ULICA"
"1";"4367";"SVETA NEDELJA";"1";"45438";"OREŠJE";"454380022";"ZDENČICE"
"2";"1520";"HUM NA SUTLI";"2";"45446";"OREŠJE HUMSKO";"454460001";"OREŠJE HUMSKO"
"1";"1694";"JASTREBARSKO";"1";"45454";"OREŠJE OKIĆKO";"454540001";"OREŠJE OKIČKO"
"18";"3301";"PIĆAN";"2";"45462";"ORIČ";"454620001";"JURANI"
"18";"3301";"PIĆAN";"2";"45462";"ORIČ";"454620005";"LANČI"
"18";"3301";"PIĆAN";"2";"45462";"ORIČ";"454620002";"ORIČ"
"18";"3301";"PIĆAN";"2";"45462";"ORIČ";"454620003";"PILETIĆI"
"18";"3301";"PIĆAN";"2";"45462";"ORIČ";"454620004";"STARI GRAD"
"18";"60";"BARBAN";"2";"45489";"ORIHI";"454890001";"ORIHI"
"18";"60";"BARBAN";"2";"45489";"ORIHI";"454890002";"TRLJI"
"4";"78";"BARILOVIĆ";"2";"45497";"ORIJEVAC";"454970001";"ORIJEVAC"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190004";"DOMOBRANSKA ULICA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190008";"KOLODVORSKA ULICA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190025";"SLAVONSKA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190026";"SURDUČKA ULICA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190017";"TRG HRVATSKOG PREPORODA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190002";"ULICA ANTE STARČEVIĆA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190001";"ULICA AUGUSTA CESARCA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190023";"ULICA AUGUSTA ŠENOE"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190003";"ULICA BRAĆE RADIĆ"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190013";"ULICA DR. FRANA GUNDRUMA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190005";"ULICA FRANKOPANSKA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190006";"ULICA IVANA GUNDULIĆA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190007";"ULICA JOSIPA KOZARCA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190009";"ULICA LUKE ILIĆA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190024";"ULICA LJUDEVITA GAJA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190010";"ULICA MATE GABRIĆA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190011";"ULICA MATIJE GUPCA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190012";"ULICA MATIJE MESIĆA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190027";"ULICA ORIOVAČKIH ŽRTAVA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190016";"ULICA STJEPANA ILIJAŠEVIĆA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190018";"ULICA VLADIMIRA BECIĆA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190019";"ULICA VLADIMIRA NAZORA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190020";"VINOGRADSKA CESTA"
"12";"3093";"ORIOVAC";"2";"45519";"ORIOVAC";"455190021";"ZAGREBAČKA ULICA"
"12";"3387";"PODCRKAVLJE";"2";"45527";"ORIOVČIĆ";"455270001";"ULICA ORIOVČIĆ"
"4";"302";"BOSILJEVO";"2";"45535";"ORIŠJE";"455350001";"ORIŠJE"
"1";"5428";"ORLE";"2";"45551";"ORLE";"455510001";"ORLE"
"1";"5428";"ORLE";"2";"45551";"ORLE";"455510002";"VRBOVO"
"8";"523";"CRES";"1";"45560";"ORLEC";"455600002";"BATAJNI"
"8";"523";"CRES";"1";"45560";"ORLEC";"455600003";"KRČINA"
"8";"523";"CRES";"1";"45560";"ORLEC";"455600001";"ORLEC"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780001";"ORLIĆKA CESTA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780002";"POLJE"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780003";"PUT BJELANA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780004";"PUT DEGENEKA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780005";"PUT DOLINE"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780006";"PUT DUJAKOVIĆA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780007";"PUT JASNIĆA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780008";"PUT KEKIĆA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780009";"PUT MARIĆA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780011";"PUT MATIJAŠA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780010";"PUT MILIĆA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780012";"PUT SIMIĆA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780013";"PUT SIMIĆA 2"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780014";"PUT SIMIĆA 3"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780015";"PUT TRIŠIĆA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780016";"PUT URUKALA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780017";"PUT ZARIĆA"
"15";"3107";"BISKUPIJA";"2";"45578";"ORLIĆ";"455780018";"TRG IVANA MEŠTROVIĆA"
"7";"2879";"NOVA RAČA";"2";"45586";"ORLOVAC";"455860001";"ORLOVAC"
"7";"1392";"GRUBIŠNO POLJE";"1";"45594";"ORLOVAC ZDENAČKI";"455940001";"ORLOVAC ZDENAČKI"
"4";"6238";"KAMANJE";"2";"45543";"ORLJAKOVO";"455430001";"ORLJAKOVO"
"11";"353";"BRESTOVAC";"2";"45608";"ORLJAVAC";"456080001";"ORLJAVAC"
"9";"1309";"GOSPIĆ";"1";"45616";"ORNICE";"456160001";"ORNICE"
"16";"4146";"STARI JANKOVCI";"2";"45624";"OROLIK";"456240002";"CIGLANSKA"
"16";"4146";"STARI JANKOVCI";"2";"45624";"OROLIK";"456240003";"IVE LOLE RIBARA"
"16";"4146";"STARI JANKOVCI";"2";"45624";"OROLIK";"456240004";"JOSIPA KOZARCA"
"16";"4146";"STARI JANKOVCI";"2";"45624";"OROLIK";"456240005";"KOSOVO"
"16";"4146";"STARI JANKOVCI";"2";"45624";"OROLIK";"456240007";"ULICA BRAĆE RADIĆ"
"16";"4146";"STARI JANKOVCI";"2";"45624";"OROLIK";"456240009";"ULICA DR. FRANJE TUĐMANA"
"16";"4146";"STARI JANKOVCI";"2";"45624";"OROLIK";"456240001";"ULICA IVANA GORANA KOVAČIĆA"
"16";"4146";"STARI JANKOVCI";"2";"45624";"OROLIK";"456240006";"ULICA ŠANDOR"
"16";"4146";"STARI JANKOVCI";"2";"45624";"OROLIK";"456240008";"ULICA VLADIMIRA NAZORA"
"16";"4146";"STARI JANKOVCI";"2";"45624";"OROLIK";"456240010";"ŽELJEZNIČKA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320002";"BREGOVITA ULICA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320004";"GAJEVA ULICA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320008";"MOKRIČKA ULICA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320010";"OBRTNIČKA ULICA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320011";"ODVOJAK PTIČEKOVE ULICE"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320013";"OROSLAVSKA CESTA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320012";"ORO TRG"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320014";"PARK OBITELJI PRPIĆ"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320015";"PARK VRANICANY"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320016";"PTIČEKOVA ULICA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320017";"RADNIČKA CESTA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320018";"SELSKA CESTA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320019";"SLATINSKA ULICA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320021";"STUBIČKA CESTA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320022";"ŠUKOVA ULICA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320024";"TVORNIČKA ULICA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320026";"ULICA ANDRIJE GREDIČAKA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320025";"ULICA ANTUNA GUSTAVA MATOŠA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320001";"ULICA ANTUNA MIHANOVIĆA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320003";"ULICA DRAGUTINA DOMJANIĆA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320027";"ULICA IVANA MAŽURANIĆA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320028";"ULICA KRALJA TOMISLAVA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320006";"ULICA LJUBE BABIĆA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320029";"ULICA MARIJE JURIĆ ZAGORKE"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320030";"ULICA MATICE HRVATSKE"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320007";"ULICA MATIJE GUPCA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320031";"ULICA MILANA PRPIĆA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320032";"ULICA MIRKA RAČKOG"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320020";"ULICA STJEPANA RADIĆA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320033";"ULICA SVETOG ROKA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320005";"ULICA VIKTORA GORUPCA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320034";"ZAGORSKA ULICA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320035";"ZAGORSKO NASELJE"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320036";"ZAGREBAČKA ULICA"
"2";"3115";"OROSLAVJE";"1";"45632";"OROSLAVJE";"456320037";"ZELENGAJSKA ULICA"
"7";"5622";"SEVERIN";"2";"45659";"OROVAC";"456590001";"OROVAC"
"12";"680";"DAVOR";"2";"45667";"ORUBICA";"456670006";"JOSIPA JURJA STROSSMAYERA"
"12";"680";"DAVOR";"2";"45667";"ORUBICA";"456670004";"MATIJE ANTUNA RELKOVIĆA"
"12";"680";"DAVOR";"2";"45667";"ORUBICA";"456670001";"MATIJE GUPCA"
"12";"680";"DAVOR";"2";"45667";"ORUBICA";"456670005";"SAVSKA"
"12";"680";"DAVOR";"2";"45667";"ORUBICA";"456670003";"STJEPANA RADIĆA"
"5";"1562";"IVANEC";"1";"45675";"OSEČKA";"456750001";"OSEČKA"
"3";"3476";"POPOVAČA";"1";"45683";"OSEKOVO";"456830005";"POPOVAČKA ULICA"
"3";"3476";"POPOVAČA";"1";"45683";"OSEKOVO";"456830007";"TRG KRALJICE HRVATA"
"3";"3476";"POPOVAČA";"1";"45683";"OSEKOVO";"456830008";"TRG SVETE ANE"
"3";"3476";"POPOVAČA";"1";"45683";"OSEKOVO";"456830001";"ULICA CRKVENO SELO"
"3";"3476";"POPOVAČA";"1";"45683";"OSEKOVO";"456830002";"ULICA DONJE SELO"
"3";"3476";"POPOVAČA";"1";"45683";"OSEKOVO";"456830003";"ULICA GORNJE SELO"
"3";"3476";"POPOVAČA";"1";"45683";"OSEKOVO";"456830004";"ULICA HRVATSKIH BRANITELJA"
"3";"3476";"POPOVAČA";"1";"45683";"OSEKOVO";"456830006";"ULICA SVETOG FLORIJANA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910004";"ALANSKA ULICA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910005";"ALJMAŠKA ULICA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910007";"ANDRIJE KAČIĆA MIOŠIĆA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910001";"ANTUNA BRANKA ŠIMIĆA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910002";"ANTUNA GUSTAVA MATOŠA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910010";"ANTUNA MIHANOVIĆA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910467";"ANTUNOVAČKA ULICA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910011";"BAKARSKA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910012";"BANOVA ULICA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910013";"BANJALUČKA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910014";"BAPSKA ULICA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910015";"BARANJSKA ULICA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910017";"BAŠČANSKA ULICA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910018";"BEDNJANSKA ULICA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910020";"BELIŠĆANSKA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910021";"BELOMANASTIRSKA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910022";"BIĐSKA ULICA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910023";"BIHAĆKA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910024";"BILOGORSKA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910463";"BILJSKA CESTA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910026";"BIOGRADSKA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910027";"BIOKOVSKA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910028";"BISTRIČKA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910029";"BIŠEVSKA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910030";"BJELOLASIČKA ULICA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910031";"BJELOVARSKA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910468";"BOGDANOVAČKA ULICA"
"14";"3123";"OSIJEK";"1";"45691";"OSIJEK";"456910032";"BOKE KOTORSKE"
