"ZUPANIJA_MBR";"GROP_MBR";"GROP_NAZIV";"GROP_VRSTA";"NASELJE_MBR";"NASELJE_NAZIV";"ULICA_MBR";"ULICA_NAZIV"
"18";"4685";"UMAG - UMAGO";"1";"388";"BABIĆI";"3880006";"KANAL - CANAL"
"18";"4685";"UMAG - UMAGO";"1";"388";"BABIĆI";"3880007";"KORENIKI - CORENICHI"
"18";"4685";"UMAG - UMAGO";"1";"388";"BABIĆI";"3880008";"KUBERTONI - CUBERTONI"
"18";"4685";"UMAG - UMAGO";"1";"388";"BABIĆI";"3880009";"KUŠĆI - CUSCHI"
"18";"4685";"UMAG - UMAGO";"1";"388";"BABIĆI";"3880010";"STANCIJA LAKOTI - STANZIA LACOTI"
"18";"4685";"UMAG - UMAGO";"1";"388";"BABIĆI";"3880011";"ŠKAVNICE - SCAVNIZE"
"18";"4685";"UMAG - UMAGO";"1";"388";"BABIĆI";"3880012";"ŠKRINJARI - SCRIGNARI"
"18";"4685";"UMAG - UMAGO";"1";"388";"BABIĆI";"3880013";"ŠVERKI - SFERCHI"
"18";"4685";"UMAG - UMAGO";"1";"388";"BABIĆI";"3880014";"ZAKINJI - ZACCHIGNI"
"7";"4782";"VELIKA PISANICA";"2";"434";"BABINAC";"4340001";"BABINAC"
"7";"1619";"IVANSKA";"2";"426";"BABINAC";"4260001";"BABINAC"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000001";"BABOGREDSKE KOMPANIJE"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000002";"BANA IVANA MAŽURANIĆA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000003";"BANA JOSIPA JELAČIĆA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000004";"BERAVA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000006";"BERAVAČKA GREDA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000007";"BLATSKA GREDA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000008";"BRAĆE RADIĆ"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000009";"CERSINE"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000010";"CVORIĆ"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000011";"ČEVATOVO"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000012";"DOROVO"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000013";"GRANICE"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000040";"HRVATSKIH DRAGOVOLJACA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000014";"ILIRSKOG PREPORODA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000015";"J.J.STROSSMAYERA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000016";"JOSIPA BLAŽEKOVIĆA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000017";"JOSIPA KOZARCA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000018";"KALILO"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000019";"KLADAVAC"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000020";"KLASNO"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000021";"KRALJA TOMISLAVA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000022";"LAZE"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000023";"LIPOVCI"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000024";"LOŽA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000025";"LUČICA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000027";"MALI RIT"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000026";"M.ANTUNA RELJKOVIĆA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000028";"MATIJE BAČIĆ"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000029";"MATIJE GUPCA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000041";"MIJALJEV SOKAK"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000030";"MIJATA STOJANOVIĆA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000032";"NOVO NASELJE"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000033";"NOŽICE"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000005";"PETROV SOKAK"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000039";"POLJANICE"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000034";"RASTOVICA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000035";"SAJMIŠTE"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000043";"SAONICA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000036";"SAVSKA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000037";"SVINJČIĆI"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000038";"ŠTITARSKA"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000042";"ULICA FRANJE BABIĆ"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000044";"ULICA TEČINE"
"16";"35";"BABINA GREDA";"2";"400";"BABINA GREDA";"4000031";"VLADIMIRA NAZORA"
"3";"833";"DONJI KUKURUZARI";"2";"418";"BABINA RIJEKA";"4180001";"BABINA RIJEKA"
"13";"5207";"ZADAR";"1";"442";"BABINDUB";"4420001";"BABINDUB"
"5";"485";"CESTICA";"2";"469";"BABINEC";"4690004";"NOVA ULICA"
"5";"485";"CESTICA";"2";"469";"BABINEC";"4690006";"ŠKOLSKA ULICA"
"5";"485";"CESTICA";"2";"469";"BABINEC";"4690001";"ULICA BANA JELAČIĆA"
"5";"485";"CESTICA";"2";"469";"BABINEC";"4690002";"ULICA MARIJANA DOLANJSKOG"
"5";"485";"CESTICA";"2";"469";"BABINEC";"4690003";"ULICA MATIJE GUPCA"
"5";"485";"CESTICA";"2";"469";"BABINEC";"4690005";"ULICA STJEPANA RADIĆA"
"5";"485";"CESTICA";"2";"469";"BABINEC";"4690009";"ULICA VLADIMIRA NAZORA"
"5";"485";"CESTICA";"2";"469";"BABINEC";"4690007";"VARAŽDINSKA ULICA"
"5";"485";"CESTICA";"2";"469";"BABINEC";"4690008";"VINOGRADSKA ULICA"
"19";"2682";"MLJET";"2";"477";"BABINO POLJE";"4770001";"SRŠENOVIĆI"
"19";"2682";"MLJET";"2";"477";"BABINO POLJE";"4770002";"ZABREŽJE"
"19";"2682";"MLJET";"2";"477";"BABINO POLJE";"4770003";"ZADUBLJE"
"7";"1767";"KAPELA";"2";"493";"BABOTOK";"4930001";"BABOTOK"
"18";"4979";"VIŠNJAN - VISIGNANO";"2";"76317";"BABUDRI";"763170001";"BABUDRI"
"10";"1368";"GRADINA";"2";"507";"BAČEVAC";"5070001";"BAČEVAC"
"10";"1368";"GRADINA";"2";"507";"BAČEVAC";"5070002";"NOVO SELO"
"7";"4782";"VELIKA PISANICA";"2";"523";"BAČKOVICA";"5230001";"BAČKOVICA"
"18";"4979";"VIŠNJAN - VISIGNANO";"2";"531";"BAČVA";"5310001";"BAČVA"
"3";"1490";"HRVATSKA DUBICA";"2";"540";"BAĆIN";"5400001";"BAĆIN"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660003";"1. SVIBNJA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660012";"25. OŽUJKA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660019";"ANTONOVO GUVNO"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660001";"BAĆINSKA JEZERA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660020";"BOŠKOVIĆI"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660021";"FRANIĆI"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660022";"GRUDE"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660002";"HRVATSKOG PREPORODA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660023";"JELAVIĆI"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660015";"KATIĆI"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660024";"PLITVINA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660025";"PODČEMPRES"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660016";"PODMEĐINE"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660017";"POLJICA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660004";"PUT BAĆINE"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660005";"PUT KLOKUNA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660006";"PUT MALIH BARA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660007";"PUT PERAČKOG BLATA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660008";"PUT POLJUĆE"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660009";"PUT PORTINE"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660026";"PUT PRODOLJA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660010";"PUT SLADINCA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660011";"TRG PLOČA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660013";"VELIKA BARA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660027";"ZADUŽBINA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660018";"ZAVOD"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660028";"ŽARKOVAČA"
"19";"3352";"PLOČE";"1";"566";"BAĆINA";"5660014";"ŽRTAVA FAŠIZMA"
"12";"469";"CERNIK";"2";"558";"BAĆIN DOL";"5580001";"BAĆIN DOL"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740001";"ANDABAKE I"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740002";"ANDABAKE II"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740003";"ANDABAKE I MIHALJEVIĆI"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740012";"BAČIĆI"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740004";"BUJACI"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740006";"DIČACI"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740007";"GRCIĆI"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740005";"IVICE VUKIČEVIĆA"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740008";"PONJEVIĆI"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740009";"PUT ŽELJEZNIČKE STANICE"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740010";"ŽELJEZNIČKA STANICA"
"15";"957";"DRNIŠ";"1";"574";"BADANJ";"5740011";"ŽIVKOVIĆI"
"18";"3484";"POREČ - PARENZO";"1";"582";"BADERNA - MOMPADERNO";"5820001";"BADERNA - MOMPADERNO"
"18";"3484";"POREČ - PARENZO";"1";"582";"BADERNA - MOMPADERNO";"5820003";"DANCI"
"18";"3484";"POREČ - PARENZO";"1";"582";"BADERNA - MOMPADERNO";"5820004";"KUNELI"
"18";"3484";"POREČ - PARENZO";"1";"582";"BADERNA - MOMPADERNO";"5820002";"MORGANTIĆI"
"20";"6041";"GORNJI MIHALJEVEC";"2";"604";"BADLIČAN";"6040001";"BADLIČAN"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120009";"KARANOVAC"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120002";"KOLODVORSKA ULICA"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120012";"TRG DR. FRANJE TUĐMANA"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120006";"ULICA 30. SVIBNJA"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120007";"ULICA ANTUNA MIHANOVIĆA"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120011";"ULICA BRAĆE RADIĆA"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120008";"ULICA HRVATSKIH BRANITELJA"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120001";"ULICA JOZE ODOBAŠIĆA"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120010";"ULICA KRALJA TOMISLAVA"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120003";"ULICA KRALJA ZVONIMIRA"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120004";"ULICA TOME LUJANCA"
"11";"3182";"PAKRAC";"1";"612";"BADLJEVINA";"6120005";"ULICA VLADIMIRA NAZORA"
"4";"3158";"OZALJ";"1";"639";"BADOVINCI";"6390001";"BADOVINCI"
"19";"5231";"ZAŽABLJE";"2";"655";"BADŽULA";"6550001";"BADŽULA"
"19";"5231";"ZAŽABLJE";"2";"655";"BADŽULA";"6550005";"BRESTICA"
"19";"5231";"ZAŽABLJE";"2";"655";"BADŽULA";"6550004";"KUTI"
"19";"5231";"ZAŽABLJE";"2";"655";"BADŽULA";"6550003";"SOČE"
"19";"5231";"ZAŽABLJE";"2";"655";"BADŽULA";"6550002";"TROJANOVINA"
"1";"973";"DUBRAVA";"2";"647";"BAĐINEC";"6470001";"BAĐINEC"
"4";"2810";"NETRETIĆ";"2";"698";"BAIĆI";"6980001";"BAIĆI"
"3";"2933";"NOVSKA";"1";"663";"BAIR";"6630001";"BAIR"
"17";"3891";"SINJ";"1";"671";"BAJAGIĆ";"6710018";"BAJAGIĆ"
"8";"2151";"KRK";"1";"680";"BAJČIĆI";"6800001";"BAJČIĆI"
"18";"4987";"VIŽINADA - VISINADA";"2";"701";"BAJKINI";"7010001";"BAJKINI"
"8";"2097";"KRALJEVICA";"1";"728";"BAKARAC";"7280001";"BAKARAC"
"8";"2097";"KRALJEVICA";"1";"728";"BAKARAC";"7280002";"TURINOVO SELO"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100001";"BREG"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100002";"BUKOVO"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100003";"DONJA ZAGRADA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100004";"FORTICA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100005";"FRANKOPANSKA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100006";"GETA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100035";"GORANSKO PRISTANIŠTE"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100007";"GORNJA ZAGRADA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100011";"KLANAC"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100012";"KOGULI"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100013";"LOKAJ"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100014";"MORNARSKA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100015";"NAUTIČKA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100016";"OMLADINSKA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100017";"PAJCA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100018";"PALADA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100019";"PLAČICA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100020";"PRIMORJE"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100036";"PRISTANIŠTE PODBOK"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100021";"RASKRIŽJE"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100023";"SENJSKA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100024";"SMOLJANOVIĆEVA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100025";"STARA CESTA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100027";"TRG SVETOG ANDRIJE"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100028";"TRG SVETOG KRIŽA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100029";"TURAN"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100030";"VAHTARNA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100031";"VEBEROVA"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100033";"VOJ"
"8";"43";"BAKAR";"1";"710";"BAKAR-DIO";"7100034";"VRATA"
"10";"3956";"SLATINA";"1";"736";"BAKIĆ";"7360001";"BANA JELAČIĆA"
"10";"3956";"SLATINA";"1";"736";"BAKIĆ";"7360002";"BRAĆE RADIĆA"
"10";"3956";"SLATINA";"1";"736";"BAKIĆ";"7360003";"MATIJE GUPCA"
"10";"3956";"SLATINA";"1";"736";"BAKIĆ";"7360005";"ULICA ODVOJAK BANA JELAČIĆA"
"10";"3956";"SLATINA";"1";"736";"BAKIĆ";"7360004";"VLADIMIRA NAZORA"
"9";"3239";"PERUŠIĆ";"2";"744";"BAKOVAC KOSINJSKI";"7440001";"BAKOVAC KOSINJSKI"
"6";"2011";"KOPRIVNICA";"1";"752";"BAKOVČICA";"7520002";"BAKOVLJANSKI BREG"
"6";"2011";"KOPRIVNICA";"1";"752";"BAKOVČICA";"7520005";"BILOGORSKA ULICA"
"6";"2011";"KOPRIVNICA";"1";"752";"BAKOVČICA";"7520004";"KOPRIVNIČKA ULICA"
"6";"2011";"KOPRIVNICA";"1";"752";"BAKOVČICA";"7520006";"ŠKOLSKA ULICA"
"6";"2011";"KOPRIVNICA";"1";"752";"BAKOVČICA";"7520008";"ULICA VINOGRADSKI ODVOJAK"
"6";"2011";"KOPRIVNICA";"1";"752";"BAKOVČICA";"7520007";"VINOGRADSKA ULICA"
"18";"4987";"VIŽINADA - VISINADA";"2";"779";"BALDAŠI";"7790001";"BALDAŠI"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870001";"ALDO NEGRI"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870003";"BOBIĆI"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870004";"BORGO"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870005";"BRAIDA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870052";"BUJSKA ULICA - VIA BUIE"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870048";"BUZETSKA ULICA - VIA PINGUENTE"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870006";"CASTEL"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870039";"COLONE"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870007";"CONCETA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870008";"CORTO BECHERA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870009";"ČUBANI"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870010";"DOMENICO CERNECCA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870011";"FONDE"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870013";"GROTE"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870014";"ISTARSKA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870036";"JADRANSKA CESTA-STRADA DELL ADRIATICO"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870040";"KANFANARSKA ULICA-VIA CANFANARO"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870047";"LABINSKA ULICA - VIA ALBONA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870012";"LA GRISA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870015";"MAGRI"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870016";"MATE BALOTE"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870044";"NOVIGRADSKA ULICA - VIA CITTANOVA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870049";"PAZINSKA ULICA - VIA PISINO"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870017";"PINO BUDICIN"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870042";"POREČKA ULICA - VIA PARENZO"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870018";"PORTA NO"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870043";"PULSKA ULICA - VIA POLA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870019";"ROVINJSKA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870034";"SABRANE"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870020";"SAN NICOLO"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870038";"SAN POL"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870022";"SANTELENA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870023";"SANTELIA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870021";"SAN ZUIAN"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870032";"STANCIJA ČERNIBJEK"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870025";"STANCIJA MENEGETI"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870031";"TRG LA MUSA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870026";"TRG PALIH BORACA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870027";"TRG SANTELENA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870028";"TRG TOMASO BEMBO"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870050";"UMAŠKA ULICA - VIA UMAGO"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870033";"VALADE"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870037";"VAL DE SORBO"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870029";"VAL DE TRINTINA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870035";"VALENZAN"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870046";"VODNJANSKA ULICA - VIA DIGNANO"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870030";"ZAGREBAČKA"
"18";"51";"BALE - VALLE";"2";"787";"BALE";"7870041";"ŽMINJSKA ULICA-VIA GIMINO"
"18";"5312";"ŽMINJ";"2";"795";"BALIĆI I";"7950001";"BALIĆI I"
"3";"1210";"GLINA";"1";"817";"BALINAC";"8170001";"BALINAC"
"10";"2666";"MIKLEUŠ";"2";"825";"BALINCI";"8250002";"GLAVNA"
"10";"2666";"MIKLEUŠ";"2";"825";"BALINCI";"8250001";"ŠKOLSKA"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330001";"BAŠIĆI"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330002";"BAŠIĆI DO SVILAJA"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330003";"BEŠEVIĆI IZNAD CRKVE"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330004";"BEŠEVIĆI-SVILAJA"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330005";"BIBIĆI"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330006";"BIBIĆI-SVILAJA"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330007";"DŽALETE-SVILAJA"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330008";"GUGIĆI"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330009";"ISPOD LOKVE"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330010";"JANKOVIĆI"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330011";"JANKOVIĆI-SVILAJA"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330012";"JOŠIĆI"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330013";"KLISURIĆI-SVILAJA"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330014";"KOD OROVCA"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330016";"KOD ROGE"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330015";"KOD ŠKOLE"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330017";"KOD TRAFOSTANICE"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330018";"MEĐE"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330019";"MILANKOVIĆI"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330020";"MILANKOVIĆI-SVILAJA"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330022";"U POLJU"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330021";"UZ CESTU MILANKOVIĆI"
"15";"3778";"RUŽIĆ";"2";"833";"BALJCI";"8330023";"VLAKA"
"4";"4006";"SLUNJ";"1";"841";"BANDINO SELO";"8410001";"BANDINO SELO"
"20";"4529";"ŠTRIGOVA";"2";"850";"BANFI";"8500001";"BANFI"
"1";"5363";"RAKOVEC";"2";"876";"BANIČEVEC";"8760001";"BANIČEVEC"
"12";"469";"CERNIK";"2";"868";"BANIĆEVAC";"8680001";"BANIĆEVAC"
"19";"5983";"DUBROVAČKO PRIMORJE";"2";"884";"BANIĆI";"8840001";"BANIĆI"
"19";"5983";"DUBROVAČKO PRIMORJE";"2";"884";"BANIĆI";"8840003";"JANSKA"
"18";"3484";"POREČ - PARENZO";"1";"892";"BANKI - BANCHI";"8920001";"BANKI - BANCHI"
"11";"3514";"POŽEGA";"1";"906";"BANKOVCI";"9060001";"BANKOVCI"
"10";"5240";"ZDENCI";"2";"914";"BANKOVCI";"9140001";"BANKOVCI"
"3";"2208";"KUTINA";"1";"922";"BANOVA JARUGA";"9220004";"CVJETNI TRG"
"3";"2208";"KUTINA";"1";"922";"BANOVA JARUGA";"9220005";"SLAVONSKA CESTA"
"3";"2208";"KUTINA";"1";"922";"BANOVA JARUGA";"9220003";"ULICA BANA IVANA MAŽURANIĆA"
"3";"2208";"KUTINA";"1";"922";"BANOVA JARUGA";"9220002";"ULICA KNEZA LJUDEVITA POSAVSKOG"
"3";"2208";"KUTINA";"1";"922";"BANOVA JARUGA";"9220001";"ULICA STJEPANA RADIĆA"
"3";"2208";"KUTINA";"1";"922";"BANOVA JARUGA";"9220006";"ULICA ZBORA NARODNE GARDE"
"3";"2208";"KUTINA";"1";"922";"BANOVA JARUGA";"9220007";"ŽELJEZNIČKA ULICA"
"16";"2950";"NIJEMCI";"2";"63169";"BANOVCI";"631690001";"BRANKA RADIČEVIĆA"
"16";"2950";"NIJEMCI";"2";"63169";"BANOVCI";"631690002";"IVE LOLE RIBARA"
"16";"2950";"NIJEMCI";"2";"63169";"BANOVCI";"631690003";"MARKA OREŠKOVIĆA"
"16";"2950";"NIJEMCI";"2";"63169";"BANOVCI";"631690004";"MARŠALA TITA"
